id,username,prefixed_id,prefix_code,role,category,full_name,email,phone,sponsor_id,registered_by,is_active,is_staff,is_superuser,date_joined,last_login,country,state,city,pincode,depth,matrix_position
2649,TRC0000000024,TRC-0000000024,TRC,user,consumer,Consumer 585101-01-03-04,TRC0000000024@example.com,97510104,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:09.950652+00:00,,India,Karnataka,Kalaburagi,585101,0,
2650,TRC0000000025,TRC-0000000025,TRC,user,consumer,Consumer 585101-01-03-05,TRC0000000025@example.com,97510105,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:11.441051+00:00,,India,Karnataka,Kalaburagi,585101,0,
2651,TRC0000000026,TRC-0000000026,TRC,user,consumer,Consumer 585101-01-03-06,TRC0000000026@example.com,97510106,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:12.903851+00:00,,India,Karnataka,Kalaburagi,585101,0,
2652,TRC0000000027,TRC-0000000027,TRC,user,consumer,Consumer 585101-01-03-07,TRC0000000027@example.com,97510107,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:14.416745+00:00,,India,Karnataka,Kalaburagi,585101,0,
2653,TRC0000000028,TRC-0000000028,TRC,user,consumer,Consumer 585101-01-03-08,TRC0000000028@example.com,97510108,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:15.890571+00:00,,India,Karnataka,Kalaburagi,585101,0,
2654,TRC0000000029,TRC-0000000029,TRC,user,consumer,Consumer 585101-01-03-09,TRC0000000029@example.com,97510109,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:17.382169+00:00,,India,Karnataka,Kalaburagi,585101,0,
2655,TRC0000000030,TRC-0000000030,TRC,user,consumer,Consumer 585101-01-03-10,TRC0000000030@example.com,97510110,TREMP-0000000003,TREMP0000000003,True,False,False,2025-11-09T05:04:18.891529+00:00,,India,Karnataka,Kalaburagi,585101,0,
2656,TREMP0000000004,TREMP-0000000004,TREMP,employee,employee,Employee 585101-01-04,TREMP0000000004@example.com,98510104,TRSF-0000000001,TRSF0000000001,True,False,False,2025-11-09T05:04:20.398859+00:00,,India,Karnataka,Kalaburagi,585101,0,
2657,TRC0000000031,TRC-0000000031,TRC,user,consumer,Consumer 585101-01-04-01,TRC0000000031@example.com,97510101,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:21.871304+00:00,,India,Karnataka,Kalaburagi,585101,0,
2658,TRC0000000032,TRC-0000000032,TRC,user,consumer,Consumer 585101-01-04-02,TRC0000000032@example.com,97510102,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:23.361667+00:00,,India,Karnataka,Kalaburagi,585101,0,
2659,TRC0000000033,TRC-0000000033,TRC,user,consumer,Consumer 585101-01-04-03,TRC0000000033@example.com,97510103,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:24.959590+00:00,,India,Karnataka,Kalaburagi,585101,0,
2660,TRC0000000034,TRC-0000000034,TRC,user,consumer,Consumer 585101-01-04-04,TRC0000000034@example.com,97510104,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:26.453727+00:00,,India,Karnataka,Kalaburagi,585101,0,
2661,TRC0000000035,TRC-0000000035,TRC,user,consumer,Consumer 585101-01-04-05,TRC0000000035@example.com,97510105,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:27.976596+00:00,,India,Karnataka,Kalaburagi,585101,0,
2662,TRC0000000036,TRC-0000000036,TRC,user,consumer,Consumer 585101-01-04-06,TRC0000000036@example.com,97510106,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:29.499237+00:00,,India,Karnataka,Kalaburagi,585101,0,
2663,TRC0000000037,TRC-0000000037,TRC,user,consumer,Consumer 585101-01-04-07,TRC0000000037@example.com,97510107,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:31.008971+00:00,,India,Karnataka,Kalaburagi,585101,0,
2664,TRC0000000038,TRC-0000000038,TRC,user,consumer,Consumer 585101-01-04-08,TRC0000000038@example.com,97510108,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:32.511050+00:00,,India,Karnataka,Kalaburagi,585101,0,
2665,TRC0000000039,TRC-0000000039,TRC,user,consumer,Consumer 585101-01-04-09,TRC0000000039@example.com,97510109,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:34.031341+00:00,,India,Karnataka,Kalaburagi,585101,0,
2666,TRC0000000040,TRC-0000000040,TRC,user,consumer,Consumer 585101-01-04-10,TRC0000000040@example.com,97510110,TREMP-0000000004,TREMP0000000004,True,False,False,2025-11-09T05:04:35.577739+00:00,,India,Karnataka,Kalaburagi,585101,0,
2667,TREMP0000000005,TREMP-0000000005,TREMP,employee,employee,Employee 585101-01-05,TREMP0000000005@example.com,98510105,TRSF-0000000001,TRSF0000000001,True,False,False,2025-11-09T05:04:37.091360+00:00,,India,Karnataka,Kalaburagi,585101,0,
2668,TRSF0000000002,TRSF-0000000002,TRSF,agency,agency_sub_franchise,Sub-Franchise 585101-02,TRSF0000000002@example.com,958510102,TRPN-0000000001,TRPN0000000001,True,False,False,2025-11-09T05:04:38.594270+00:00,,India,Karnataka,Kalaburagi,585101,0,
2669,TREMP0000000006,TREMP-0000000006,TREMP,employee,employee,Employee 585101-02-01,TREMP0000000006@example.com,98510101,TRSF-0000000002,TRSF0000000002,True,False,False,2025-11-09T05:04:40.392025+00:00,,India,Karnataka,Kalaburagi,585101,0,
2670,TREMP0000000007,TREMP-0000000007,TREMP,employee,employee,Employee 585101-02-02,TREMP0000000007@example.com,98510102,TRSF-0000000002,TRSF0000000002,True,False,False,2025-11-09T05:04:41.902301+00:00,,India,Karnataka,Kalaburagi,585101,0,
2671,TREMP0000000008,TREMP-0000000008,TREMP,employee,employee,Employee 585101-02-03,TREMP0000000008@example.com,98510103,TRSF-0000000002,TRSF0000000002,True,False,False,2025-11-09T05:04:43.400491+00:00,,India,Karnataka,Kalaburagi,585101,0,
2672,TREMP0000000009,TREMP-0000000009,TREMP,employee,employee,Employee 585101-02-04,TREMP0000000009@example.com,98510104,TRSF-0000000002,TRSF0000000002,True,False,False,2025-11-09T05:04:44.869888+00:00,,India,Karnataka,Kalaburagi,585101,0,
2673,TREMP0000000010,TREMP-0000000010,TREMP,employee,employee,Employee 585101-02-05,TREMP0000000010@example.com,98510105,TRSF-0000000002,TRSF0000000002,True,False,False,2025-11-09T05:04:46.349726+00:00,,India,Karnataka,Kalaburagi,585101,0,
2674,TRSF0000000003,TRSF-0000000003,TRSF,agency,agency_sub_franchise,Sub-Franchise 585101-03,TRSF0000000003@example.com,958510103,TRPN-0000000001,TRPN0000000001,True,False,False,2025-11-09T05:04:47.829663+00:00,,India,Karnataka,Kalaburagi,585101,0,
2675,TREMP0000000011,TREMP-0000000011,TREMP,employee,employee,Employee 585101-03-01,TREMP0000000011@example.com,98510101,TRSF-0000000003,TRSF0000000003,True,False,False,2025-11-09T05:04:49.564818+00:00,,India,Karnataka,Kalaburagi,585101,0,
2676,TREMP0000000012,TREMP-0000000012,TREMP,employee,employee,Employee 585101-03-02,TREMP0000000012@example.com,98510102,TRSF-0000000003,TRSF0000000003,True,False,False,2025-11-09T05:04:51.222216+00:00,,India,Karnataka,Kalaburagi,585101,0,
2677,TREMP0000000013,TREMP-0000000013,TREMP,employee,employee,Employee 585101-03-03,TREMP0000000013@example.com,98510103,TRSF-0000000003,TRSF0000000003,True,False,False,2025-11-09T05:04:52.734349+00:00,,India,Karnataka,Kalaburagi,585101,0,
2678,TREMP0000000014,TREMP-0000000014,TREMP,employee,employee,Employee 585101-03-04,TREMP0000000014@example.com,98510104,TRSF-0000000003,TRSF0000000003,True,False,False,2025-11-09T05:04:54.254371+00:00,,India,Karnataka,Kalaburagi,585101,0,
2679,TREMP0000000015,TREMP-0000000015,TREMP,employee,employee,Employee 585101-03-05,TREMP0000000015@example.com,98510105,TRSF-0000000003,TRSF0000000003,True,False,False,2025-11-09T05:04:55.758752+00:00,,India,Karnataka,Kalaburagi,585101,0,
2680,TRSF0000000004,TRSF-0000000004,TRSF,agency,agency_sub_franchise,Sub-Franchise 585101-04,TRSF0000000004@example.com,958510104,TRPN-0000000001,TRPN0000000001,True,False,False,2025-11-09T05:04:57.690463+00:00,,India,Karnataka,Kalaburagi,585101,0,
2681,TREMP0000000016,TREMP-0000000016,TREMP,employee,employee,Employee 585101-04-01,TREMP0000000016@example.com,98510101,TRSF-0000000004,TRSF0000000004,True,False,False,2025-11-09T05:04:59.870149+00:00,,India,Karnataka,Kalaburagi,585101,0,
2682,TREMP0000000017,TREMP-0000000017,TREMP,employee,employee,Employee 585101-04-02,TREMP0000000017@example.com,98510102,TRSF-0000000004,TRSF0000000004,True,False,False,2025-11-09T05:05:01.791477+00:00,,India,Karnataka,Kalaburagi,585101,0,
2683,TREMP0000000018,TREMP-0000000018,TREMP,employee,employee,Employee 585101-04-03,TREMP0000000018@example.com,98510103,TRSF-0000000004,TRSF0000000004,True,False,False,2025-11-09T05:05:03.787559+00:00,,India,Karnataka,Kalaburagi,585101,0,
2684,TREMP0000000019,TREMP-0000000019,TREMP,employee,employee,Employee 585101-04-04,TREMP0000000019@example.com,98510104,TRSF-0000000004,TRSF0000000004,True,False,False,2025-11-09T05:05:05.704790+00:00,,India,Karnataka,Kalaburagi,585101,0,
2685,TREMP0000000020,TREMP-0000000020,TREMP,employee,employee,Employee 585101-04-05,TREMP0000000020@example.com,98510105,TRSF-0000000004,TRSF0000000004,True,False,False,2025-11-09T05:05:07.664913+00:00,,India,Karnataka,Kalaburagi,585101,0,
2686,TRPN0000000002,TRPN-0000000002,TRPN,agency,agency_pincode,Agency Pincode 585102,TRPN0000000002@example.com,90000040102,TRPC-0000000001,TRPC0000000001,True,False,False,2025-11-09T05:05:09.693017+00:00,,India,Karnataka,Kalaburagi,585102,0,
2687,TRSF0000000005,TRSF-0000000005,TRSF,agency,agency_sub_franchise,Sub-Franchise 585102-01,TRSF0000000005@example.com,958510201,TRPN-0000000002,TRPN0000000002,True,False,False,2025-11-09T05:05:11.697293+00:00,,India,Karnataka,Kalaburagi,585102,0,
2688,TRSF0000000006,TRSF-0000000006,TRSF,agency,agency_sub_franchise,Sub-Franchise 585102-02,TRSF0000000006@example.com,958510202,TRPN-0000000002,TRPN0000000002,True,False,False,2025-11-09T05:05:13.475261+00:00,,India,Karnataka,Kalaburagi,585102,0,
2689,TRSF0000000007,TRSF-0000000007,TRSF,agency,agency_sub_franchise,Sub-Franchise 585102-03,TRSF0000000007@example.com,958510203,TRPN-0000000002,TRPN0000000002,True,False,False,2025-11-09T05:05:15.259233+00:00,,India,Karnataka,Kalaburagi,585102,0,
2690,TRSF0000000008,TRSF-0000000008,TRSF,agency,agency_sub_franchise,Sub-Franchise 585102-04,TRSF0000000008@example.com,958510204,TRPN-0000000002,TRPN0000000002,True,False,False,2025-11-09T05:05:17.029342+00:00,,India,Karnataka,Kalaburagi,585102,0,
2691,TRPN0000000003,TRPN-0000000003,TRPN,agency,agency_pincode,Agency Pincode 585103,TRPN0000000003@example.com,90000040103,TRPC-0000000001,TRPC0000000001,True,False,False,2025-11-09T05:05:18.805830+00:00,,India,Karnataka,Kalaburagi,585103,0,
2692,TRSF0000000009,TRSF-0000000009,TRSF,agency,agency_sub_franchise,Sub-Franchise 585103-01,TRSF0000000009@example.com,958510301,TRPN-0000000003,TRPN0000000003,True,False,False,2025-11-09T05:05:20.563336+00:00,,India,Karnataka,Kalaburagi,585103,0,
2693,TRSF0000000010,TRSF-0000000010,TRSF,agency,agency_sub_franchise,Sub-Franchise 585103-02,TRSF0000000010@example.com,958510302,TRPN-0000000003,TRPN0000000003,True,False,False,2025-11-09T05:05:22.435761+00:00,,India,Karnataka,Kalaburagi,585103,0,
2694,TRSF0000000011,TRSF-0000000011,TRSF,agency,agency_sub_franchise,Sub-Franchise 585103-03,TRSF0000000011@example.com,958510303,TRPN-0000000003,TRPN0000000003,True,False,False,2025-11-09T05:05:24.420231+00:00,,India,Karnataka,Kalaburagi,585103,0,
2695,TRSF0000000012,TRSF-0000000012,TRSF,agency,agency_sub_franchise,Sub-Franchise 585103-04,TRSF0000000012@example.com,958510304,TRPN-0000000003,TRPN0000000003,True,False,False,2025-11-09T05:05:26.209198+00:00,,India,Karnataka,Kalaburagi,585103,0,
2696,TRPN0000000004,TRPN-0000000004,TRPN,agency,agency_pincode,Agency Pincode 585104,TRPN0000000004@example.com,90000040104,TRPC-0000000001,TRPC0000000001,True,False,False,2025-11-09T05:05:27.968033+00:00,,India,Karnataka,Kalaburagi,585104,0,
2697,TRSF0000000013,TRSF-0000000013,TRSF,agency,agency_sub_franchise,Sub-Franchise 585104-01,TRSF0000000013@example.com,958510401,TRPN-0000000004,TRPN0000000004,True,False,False,2025-11-09T05:05:29.731514+00:00,,India,Karnataka,Kalaburagi,585104,0,
2698,TRSF0000000014,TRSF-0000000014,TRSF,agency,agency_sub_franchise,Sub-Franchise 585104-02,TRSF0000000014@example.com,958510402,TRPN-0000000004,TRPN0000000004,True,False,False,2025-11-09T05:05:31.515942+00:00,,India,Karnataka,Kalaburagi,585104,0,
2699,TRSF0000000015,TRSF-0000000015,TRSF,agency,agency_sub_franchise,Sub-Franchise 585104-03,TRSF0000000015@example.com,958510403,TRPN-0000000004,TRPN0000000004,True,False,False,2025-11-09T05:05:33.323132+00:00,,India,Karnataka,Kalaburagi,585104,0,
2700,TRSF0000000016,TRSF-0000000016,TRSF,agency,agency_sub_franchise,Sub-Franchise 585104-04,TRSF0000000016@example.com,958510404,TRPN-0000000004,TRPN0000000004,True,False,False,2025-11-09T05:05:35.093333+00:00,,India,Karnataka,Kalaburagi,585104,0,
